cog,commune,prenom,nom,sexe,dateNais,dateMandat,famille_nuance,nuance_politique
1357,Saint-Germain-De-Joux,Gilles,THOMASSET,M,1957-06-14,2020-06-28,Non classé,NC
1358,Saint-Germain-Les-Paroisses,Régis,CASTIN,M,1972-11-25,2020-05-18,Non classé,NC
1359,Saint-Germain-Sur-Renon,Christophe,MONIER,M,1964-06-08,2020-05-18,Non classé,NC
1360,Saint-Jean-De-Gonville,Michel,BRULHART,M,1955-11-10,2020-05-18,Non classé,LNC
1361,Saint-Jean-De-Niost,Béatrice,DALMAZ,F,1968-10-19,2020-05-18,Non classé,LNC
1362,Saint-Jean-De-Thurigneux,Stéphane,BERTHOMIEU,M,1975-03-19,2020-05-18,Non classé,NC
1363,Saint-Jean-Le-Vieux,Christian,BATAILLY,M,1955-09-06,2020-05-18,Non classé,LNC
1364,Saint-Jean-Sur-Reyssouze,Jacques,SALLET,M,1958-07-16,2020-05-18,Non classé,NC
1365,Saint-Jean-Sur-Veyle,Agnès,RENOUD-LYAT DUPERRAY,F,1965-05-24,2020-05-18,Non classé,LNC
1366,Sainte-Julie,Lionel,CHAPPELLAZ,M,1971-08-22,2020-05-18,Non classé,LNC
1367,Saint-Julien-Sur-Reyssouze,Nathalie,LIGERON,F,1964-10-28,2020-05-18,Non classé,NC
1368,Saint-Julien-Sur-Veyle,Serge,REVOL,M,1954-05-26,2020-05-18,Non classé,NC
1369,Saint-Just,Patrick,LEVET,M,1955-11-21,2020-05-18,Non classé,NC
1371,Saint-Marcel,Dominique,PETRONE,M,1954-04-25,2020-05-18,Non classé,LNC
1372,Saint-Martin-De-Bavel,Xavier,VINCENT,M,1968-07-08,2020-05-18,Non classé,NC
1373,Saint-Martin-Du-Frêne,Dominique,TURC,M,1958-07-13,2020-05-18,Non classé,LNC
1374,Saint-Martin-Du-Mont,Brigitte,DONGUY,F,1960-07-31,2020-05-18,Non classé,LNC
1375,Saint-Martin-Le-Châtel,Sandrine,DUBOIS,F,1967-10-04,2020-05-18,Non classé,NC
1376,Saint-Maurice-De-Beynost,Pierre,GOUBET,M,1956-12-26,2020-05-18,Gauche,LDVG
1378,Saint-Maurice-De-Gourdans,Fabrice,VENET,M,1951-03-05,2020-06-28,Non classé,LNC
1379,Saint-Maurice-De-Rémens,Eric,GAILLARD,M,1974-03-26,2020-05-18,Non classé,NC
1380,Saint-Nizier-Le-Bouchoux,Valérie,GUYON,F,1960-04-17,2020-05-18,Non classé,NC
1381,Saint-Nizier-Le-Désert,Jean-Paul,COURRIER,M,1957-06-18,2020-05-18,Non classé,NC
1382,Sainte-Olive,Thierry,PAUCHARD,M,1962-02-21,2020-05-18,Non classé,NC
1383,Saint-Paul-De-Varax,Cédric,MANCINI,M,1978-07-17,2021-05-02,,
1384,Saint-Rambert-En-Bugey,Josiane,CANARD,F,1949-04-30,2020-05-18,Non classé,LNC
1385,Saint-Rémy,Christophe,MALLET,M,1976-05-16,2021-05-02,Non classé,NC
1386,Saint-Sorlin-En-Bugey,Patrick,MILLET,M,1959-07-31,2020-05-18,Non classé,LNC
1387,Saint-Sulpice,Clotilde,FOURNIER,F,1966-09-01,2020-06-28,Non classé,NC
1388,Saint-Trivier-De-Courtes,Yves,BERNARD,M,1949-11-25,2020-05-18,,
1389,Saint-Trivier-Sur-Moignans,Marcel,LANIER,M,1952-04-11,2020-06-28,Non classé,LNC
1390,Saint-Vulbas,Marcel,JACQUIN,M,1949-03-16,2020-05-18,Non classé,LNC
1391,Salavre,Jacques,FÉAUD,M,1957-03-16,2020-05-18,Non classé,NC
1392,Samognat,Annie,ESCODA,F,1956-11-11,2020-05-18,Non classé,NC
1393,Sandrans,Bernard,TAPONAT,M,1961-05-30,2020-06-28,Non classé,NC
1396,Sault-Brénaz,Nazarello,ALONSO,M,1961-09-19,2020-05-18,Non classé,NC
1397,Sauverny,Isabelle,HENNIQUAU,F,1971-04-13,2020-05-18,Non classé,LNC
1398,Savigneux,Gilles,GARNIER,M,1961-12-03,2020-05-18,Non classé,LNC
1399,Ségny,Jean-Pierre,FOUILLOUX,M,1949-08-13,2020-05-18,Non classé,LNC
1400,Seillonnaz,Agnès,OGERET,F,1977-08-10,2020-05-18,Non classé,NC
1401,Sergy,Catherine,MOINE,F,1977-06-12,2020-05-18,,
1402,Sermoyer,Huguette,PANCHOT,F,1954-09-05,2020-05-18,Non classé,NC
1403,Serrières-De-Briord,Daniel,BEGUET,M,1954-12-12,2020-05-18,Non classé,LNC
1404,Serrières-Sur-Ain,Jean-Michel,BOULMÉ,M,1947-02-05,2020-05-18,Non classé,NC
1405,Servas,Serge,GUERIN,M,1972-02-01,2020-05-18,Non classé,LNC
1406,Servignat,Laurent,VIALLON,M,1969-02-18,2020-05-18,Non classé,NC
1408,Simandre-Sur-Suran,Marc,BAVOUX,M,1957-07-13,2020-05-18,Non classé,NC
1410,Sonthonnax-La-Montagne,Fabrice,MONACI,M,1971-04-27,2020-05-18,Non classé,NC
1411,Souclin,Maud,CASELLA,F,1979-05-21,2020-05-18,Non classé,NC
1412,Sulignat,Alain,GENESTOUX,M,1964-12-06,2020-05-18,Non classé,NC
1415,Talissieu,Sabrina,DEGUISNE,F,1973-10-12,2020-05-18,Non classé,NC
1416,Tenay,Gaël,ALLAIN,M,1974-01-18,2020-05-18,Non classé,LNC
1418,Thil,Valérie,POMMAZ,F,1963-11-28,2020-05-18,Non classé,LNC
1419,Thoiry,Muriel,BENIER,F,1971-03-14,2020-05-18,,
1420,Thoissey,Anne,TURREL,F,1966-03-31,2020-05-18,Non classé,LNC
1421,Torcieu,Estelle,BARBARIN,F,1970-03-17,2020-05-18,Non classé,NC
1422,Tossiat,Jean-Marie,DAVI,M,1964-03-24,2020-05-18,Non classé,LNC
1423,Toussieux,Armand,CHAUMONT,M,1957-03-06,2020-05-18,Non classé,LNC
1424,Tramoyes,Xavier,DELOCHE,M,1969-08-26,2020-05-18,Non classé,LNC
1425,La Tranclière,Daniel,ROUSSET,M,1952-06-18,2020-05-18,Non classé,NC
1426,Val-Revermont,Monique,WIEL,F,1960-05-22,2020-05-18,Non classé,LNC
1427,Trévoux,Marc,PÉCHOUX,M,1957-07-31,2020-05-18,Droite,LDVD
1428,Valeins,Frédéric,BARDON,M,1975-02-20,2020-05-18,Non classé,NC
1429,Vandeins,Christelle,BERARDAN,F,1970-05-04,2020-05-18,Non classé,NC
1430,Varambon,Dominique,GABASIO,F,1962-08-19,2020-05-18,Non classé,NC
1431,Vaux-En-Bugey,Françoise,VEYSSET RABILLOUD,F,1960-01-30,2020-05-18,,
1432,Verjon,Philippe,JAMME,M,1964-04-19,2020-05-18,Non classé,NC
1433,Vernoux,Philippe,RAVASSARD,M,1962-12-07,2020-05-18,Non classé,NC
1434,Versailleux,Gérard,BRANCHY,M,1950-04-29,2020-05-18,Non classé,NC
1435,Versonnex,Jacques,DUBOUT,M,1960-12-05,2020-05-18,Non classé,LNC
1436,Vesancy,Bernard,MUGNIER,M,1952-03-22,2020-05-18,Non classé,NC
1437,Vescours,Isabelle,FLAMAND,F,1964-02-16,2020-05-18,Non classé,NC
1439,Vésines,Gilbert,JULLIN,M,1953-08-15,2020-05-18,Non classé,NC
1441,Vieu-D'Izenave,Dominique,DELAGNEAU,M,1952-07-09,2020-05-18,Non classé,NC
1443,Villars-Les-Dombes,Pierre,LARRIEU,M,1960-12-10,2020-05-18,Droite,LDVD
1444,Villebois,Emilie,CHARMET,F,1987-03-20,2020-05-18,Non classé,LNC
1445,Villemotier,Pierre,GUILLET,M,1956-01-22,2020-05-18,Non classé,NC
1446,Villeneuve,David,POMMIER,M,1972-12-20,2020-05-18,Non classé,LNC
1447,Villereversure,Jordan,GIRERD,M,1990-08-13,2020-05-18,Non classé,LNC
1448,Villes,Guy,SUSINI,M,1951-11-23,2020-05-18,Non classé,NC
1449,Villette-Sur-Ain,Jean-Pierre,HUMBERT,M,1950-12-14,2020-05-18,Non classé,NC
1450,Villieu-Loyes-Mollon,Eric,BEAUFORT,M,1964-08-03,2020-05-18,Droite,LDVD
1451,Viriat,Bernard,PERRET,M,1962-04-22,2020-05-18,Droite,LDVD
1452,Virieu-Le-Grand,Yvette,VALLIN,F,1962-02-18,2021-09-12,,
1453,Arviere-En-Valromey,Annie,MEURIAU,F,1958-10-27,2020-05-18,Non classé,NC
1454,Virignin,Stéphanie,BAVUZ,F,1972-11-21,2020-05-18,,
1456,Vongnes,Pascale,GUILLON,F,1961-11-10,2020-05-18,Non classé,NC
1457,Vonnas,Alain,GIVORD,M,1957-02-22,2020-05-18,Non classé,LNC
2001,Abbécourt,René,PÂRIS,M,1946-08-07,2020-05-18,Non classé,NC
2002,Achery,Marc,LEGARD,M,1955-11-06,2020-05-18,Non classé,NC
2003,Acy,Guillaume,BOURGEOIS,M,1980-06-25,2022-01-16,Non classé,LNC
2004,Agnicourt-Et-Séchelles,Patrice,LETURQUE,M,1949-04-08,2020-05-18,Non classé,NC
2005,Aguilcourt,Gérard,PREVOT,M,1951-07-30,2020-05-18,Non classé,NC
2006,Aisonville-Et-Bernoville,Christian,PARENT,M,1954-07-19,2020-05-18,Non classé,NC
2007,Aizelles,Jean-Marie,MERLO,M,1961-08-22,2020-05-18,Non classé,NC
2008,Aizy-Jouy,Amadéo,NECA,M,1970-12-31,2020-06-28,Non classé,NC
2009,Alaincourt,Stéphan,ANTHONY,M,1952-06-04,2020-06-28,Non classé,NC
2010,Allemant,Marc,HENNEVEUX,M,1958-12-22,2020-05-18,Non classé,NC
2011,Ambleny,Jean-Marie,BOUVIER,M,1945-07-03,2020-05-18,Non classé,LNC
2012,Ambrief,Nicolas,BERTIN,M,1958-12-01,2020-05-18,Non classé,NC
2013,Amifontaine,Denis,SERIN,M,1967-01-18,2020-05-18,Non classé,NC
2014,Amigny-Rouy,Joël,DUHENOY,M,1956-03-07,2020-05-18,Non classé,NC
2015,Ancienville,Alain,DESBOVES,M,1954-10-01,2020-05-18,Non classé,NC
2016,Andelain,Julie,WENDLING MARLIERE,F,1980-02-10,2020-05-18,Non classé,NC
2017,Anguilcourt-Le-Sart,Bernard,LEMIRE,M,1956-01-14,2020-05-18,Non classé,NC
2018,Anizy-Le-Grand,Ambroise,CENTONZE SANDRAS,M,1989-06-08,2020-05-18,Non classé,LNC
2019,Annois,Hugues,DEMAREST,M,1968-10-04,2020-05-18,Non classé,NC
2020,Any-Martin-Rieux,Carine,VAN DER SYPT,F,1969-03-30,2020-06-28,Non classé,NC
2021,Archon,Nicolas,DUFOURG,M,1971-02-10,2020-05-18,Non classé,NC
2022,Arcy-Sainte-Restitue,Patrick,BOUREL,M,1963-10-31,2020-06-28,Non classé,NC
2023,Armentières-Sur-Ourcq,Jean-Pierre,BOCQUET,M,1946-08-11,2020-06-28,Non classé,NC
2024,Arrancy,Georges,HARANT,M,1944-11-12,2020-05-18,Non classé,NC
2025,Artemps,Jean-Claude,DUSANTER,M,1938-09-03,2020-05-18,Non classé,NC
2027,Assis-Sur-Serre,Justine,LEGRAND,F,1991-03-15,2020-06-28,Non classé,NC
2028,Athies-Sous-Laon,Yves,BRUN,M,1949-04-04,2020-05-18,Non classé,LNC
2029,Attilly,Sylvie,BELMERE,F,1969-04-14,2020-05-18,Non classé,NC
2030,Aubencheul-Aux-Bois,Francis,PASSET,M,1949-08-08,2020-05-18,Non classé,NC
2031,Aubenton,Bernard,GREHANT,M,1949-12-03,2020-05-18,Non classé,NC
2032,Aubigny-Aux-Kaisnes,Sylvain,VAN HEESWYCK,M,1967-05-18,2020-05-18,Non classé,NC
2033,Aubigny-En-Laonnois,Thierry,RAVERDY,M,1957-05-16,2020-05-18,Non classé,NC
2034,Audignicourt,Christophe,THÉRON,M,1973-11-19,2020-05-18,Non classé,NC
2035,Audigny,Franck,GUIARD,M,1971-08-10,2020-05-18,Non classé,NC
2036,Augy,Didier,RUFFY,M,1962-07-17,2020-05-18,Non classé,NC
2037,Aulnois-Sous-Laon,Denis,DUMAY,M,1952-12-06,2020-05-18,Non classé,LNC
2038,Les Autels,Eric,HALLE,M,1960-01-19,2020-06-28,Non classé,NC
2039,Autremencourt,Dominique,POTART,M,1953-02-03,2020-05-18,Non classé,NC
2040,Autreppes,Paul,BASSE,M,1944-10-04,2020-05-18,Non classé,NC
2041,Autreville,Michel,BABILOTTE,M,1957-04-05,2020-05-18,Non classé,NC
2042,Azy-Sur-Marne,Séverine,GLEIZE,F,1980-05-17,2020-05-18,Non classé,NC
2043,Bagneux,Jean-Marie,DUBOIS,M,1958-09-23,2020-05-18,Non classé,NC
2044,Bancigny,Michel,WOIMANT,M,1945-10-11,2020-05-18,Non classé,NC
2046,Barenton-Bugny,Eric,BEVIERE,M,1957-08-27,2020-05-18,Non classé,NC
2047,Barenton-Cel,David,PETIT,M,1970-11-21,2020-05-18,Non classé,NC
2048,Barenton-Sur-Serre,Christian,LECUYER,M,1949-08-28,2020-05-18,Non classé,NC
2049,Barisis-Aux-Bois,Guy,PERNAUT,M,1950-09-14,2020-05-18,Non classé,NC
2050,Barzy-En-Thiérache,Pierre-Marie,TELLIER,M,1950-11-05,2020-05-18,Non classé,NC
2051,Barzy-Sur-Marne,Jean-Claude,BOHAIN,M,1947-04-18,2020-05-18,Non classé,NC
2052,Bassoles-Aulers,Isabelle,HERBULOT,F,1970-10-17,2020-05-18,Non classé,NC
2053,Vallées En Champagne,Bruno,LAHOUATI,M,1954-05-07,2020-05-18,Non classé,NC
2054,Bazoches-Et-Saint-Thibaut,Christian,DROUET,M,1956-12-23,2022-01-01,Non classé,NC
2055,Beaumé,Jean-Luc,HESTERS,M,1953-01-28,2020-06-28,Non classé,NC
2056,Beaumont-En-Beine,Christian,GAMBART,M,1949-12-27,2020-06-28,Non classé,NC
2057,Beaurevoir,Christian,WABONT,M,1961-12-18,2020-05-18,Non classé,LNC
2058,Beaurieux,Jean-Paul,COFFINET,M,1953-05-06,2020-05-18,Non classé,NC
2059,Beautor,Jackie,GOARIN,M,1947-09-30,2020-05-18,Non classé,LNC
2060,Beauvois-En-Vermandois,Bruno,LEFEVRE,M,1965-05-30,2020-05-18,Non classé,NC
2061,Becquigny,Pierre,MOREL,M,1954-07-19,2020-05-18,Non classé,NC
2062,Belleau,Emmanuel,LEBOULANGER,M,1971-02-20,2020-06-28,Non classé,NC
2063,Bellenglise,Vincent,DUQUENNE,M,1967-07-07,2020-05-18,Non classé,NC
2064,Belleu,Philippe,MONTARON,M,1961-11-21,2020-05-18,Gauche,LDVG
2065,Bellicourt,Marcel,LECLERE,M,1945-12-22,2020-05-18,Non classé,NC
2066,Benay,Jacques,MASSON,M,1947-12-19,2020-05-18,Non classé,NC
2067,Bergues-Sur-Sambre,Frédéric,LACOCHE,M,1977-05-29,2020-05-18,Non classé,NC
2068,Berlancourt,Philippe,TORRE,M,1964-11-08,2020-05-18,Non classé,NC
2069,Berlise,Michaël,JACQUES,M,1974-03-16,2020-05-18,Non classé,NC
2070,Bernot,Xavier,BOCQUILLON,M,1960-07-05,2020-05-18,Non classé,NC
2071,Berny-Rivière,Hervé,HERTAULT,M,1958-12-06,2020-05-18,Non classé,NC
2072,Berrieux,Gilles,PAYEN,M,1959-02-15,2020-05-18,Non classé,NC
2073,Berry-Au-Bac,Marie-Christine,HALLIER,F,1951-07-13,2020-05-18,Non classé,NC
2074,Bertaucourt-Epourdon,Philippe,MARTEAU,M,1968-12-24,2020-05-18,Non classé,NC
2075,Berthenicourt,Camille,VANSTEENBERGHE,F,1995-12-22,2020-05-18,Non classé,NC
2076,Bertricourt,Hervé,BOLLINNE,M,1968-10-06,2020-05-18,Non classé,NC
2078,Besmé,Georges,KRESS,M,1951-11-19,2020-05-18,Non classé,NC
2079,Besmont,Michel,DRU,M,1954-11-20,2020-05-18,Non classé,NC
2080,Besny-Et-Loizy,Franck,DEMAZURE,M,1972-03-03,2020-05-18,Non classé,NC
2081,Béthancourt-En-Vaux,Alain,SERVAIS,M,1964-09-01,2020-05-18,Non classé,NC
2082,Beugneux,Etienne,CALLAY,M,1982-04-26,2020-05-18,Non classé,NC
2083,Beuvardes,Catherine,RICHARD,F,1958-06-14,2020-06-28,Non classé,NC
2084,Bézu-Le-Guéry,Philippe,GUYON,M,1963-11-24,2020-05-18,Non classé,NC
2085,Bézu-Saint-Germain,Mauricette,BOUTEILLER,F,1949-07-23,2023-01-29,,
2086,Bichancourt,Patrick,DEDUN,M,1953-05-05,2020-06-28,Non classé,LNC
2087,Bieuxy,Isabelle,DOURNEL,F,1970-08-23,2020-05-18,Non classé,NC
2088,Bièvres,Pierre,BIEDAL,M,1943-03-06,2020-05-18,Non classé,NC
2089,Billy-Sur-Aisne,Jean-François,DE BAERE,M,1960-07-01,2020-05-18,,
2090,Billy-Sur-Ourcq,Françoise,EMOND,F,1949-10-15,2020-05-18,Non classé,NC
2091,Blanzy-Lès-Fismes,Dominique,FERTE,M,1946-05-03,2020-05-18,Non classé,NC
2093,Blérancourt,Patrick,LAPLACE,M,1953-02-18,2020-05-18,Non classé,LNC
2094,Blesmes,Francis,ANDRE,M,1963-05-21,2020-05-18,Non classé,NC
2095,Bohain-En-Vermandois,Yann,ROJO,M,1975-05-26,2020-05-18,Gauche,LDVG
2096,Bois-Lès-Pargny,Aldric,LAYE,M,1967-01-25,2020-05-18,Non classé,NC
2097,Boncourt,Régine,REDMER,F,1962-04-01,2020-06-28,Non classé,NC
2098,Bonneil,Stéphanie,BOUCANT,F,1973-12-22,2020-05-18,Non classé,NC
2099,Bonnesvalyn,Stéphane,FRERE,M,1974-08-30,2020-06-28,Non classé,NC
2100,Bony,Philippe,GYSELINCK,M,1954-02-11,2020-05-18,Non classé,NC
2101,Bosmont-Sur-Serre,Laurent,DUCHENE,M,1969-02-23,2020-06-28,Non classé,NC
2102,Bouconville-Vauclair,Stéphane,BRATEAU,M,1965-07-31,2020-05-18,Non classé,NC
2103,Boué,Eric,DONNAY,M,1983-05-05,2020-05-18,Non classé,LNC
2104,Bouffignereux,Dominique,EVRARD,M,1965-12-08,2020-05-18,Non classé,NC
2105,Bouresches,Dominique,FREX,M,1950-07-31,2020-05-18,Non classé,NC
2106,Bourg-Et-Comin,Michel,DUVAL,M,1950-05-02,2020-05-18,Non classé,NC
2107,Bourguignon-Sous-Coucy,Daniel,REBOUR,M,1951-12-16,2020-05-18,Non classé,NC
2108,Bourguignon-Sous-Montbavin,Eric,BONAMOUR DU TARTRE,M,1971-04-22,2021-12-05,,
2109,La Bouteille,Cyrille,STEVENOT,M,1969-11-02,2020-05-18,Non classé,NC
2110,Braine,François,RAMPELBERG,M,1966-06-18,2020-05-18,Non classé,LNC
2111,Brancourt-En-Laonnois,Marie-Laure,ROUYER THIEBAUT,F,1959-11-12,2020-05-18,Non classé,NC
2112,Brancourt-Le-Grand,Bertrand,CALLAY,M,1971-01-04,2020-05-18,Non classé,NC
2114,Brasles,Julie,CONTOZ,F,1981-11-12,2020-05-18,Non classé,LNC
2115,Braye-En-Laonnois,Françoise,PILLOY,F,1949-08-19,2020-05-18,Non classé,NC
2116,Braye-En-Thiérache,Bertrand,DORGERE,M,1953-07-03,2020-05-18,Non classé,NC
2117,Bray-Saint-Christophe,Benoît,LEGRAND,M,1986-06-13,2020-05-18,Non classé,NC
2118,Braye,Géraldine,FEBVAY LAUNE,F,1973-03-29,2020-05-18,Non classé,NC
2119,Brécy,Vincent,VARNIER,M,1964-09-21,2020-06-28,Non classé,NC
2120,Brenelle,Bertrand,DETAILLE,M,1978-03-02,2020-05-18,Non classé,NC
2121,Breny,Eric,VALET,M,1960-06-28,2020-05-18,Non classé,NC
2122,Brie,Jack,GUILLAUCOURT,M,1948-04-17,2020-05-18,Non classé,NC
2123,Brissay-Choigny,Anthony,GLASSET,M,1982-07-11,2020-05-18,Non classé,NC
2124,Brissy-Hamégicourt,Marie-Pierre,ABDOULI,F,1963-06-11,2020-05-18,Non classé,NC
2125,Brumetz,Hubert,GUERIN,M,1967-05-17,2020-05-18,Non classé,NC
2126,Brunehamel,Alexandre,BIENFAIT,M,1975-06-29,2020-05-18,,
2127,Bruyères-Sur-Fère,Fabien,FRAEYMAN,M,1976-11-01,2020-05-18,Non classé,NC
2128,Bruyères-Et-Montbérault,Marie-Pierre,TOKARSKI,F,1957-04-06,2020-05-18,Non classé,LNC
2129,Bruys,Patrick,FILLIOUD,M,1950-07-27,2020-05-18,Non classé,NC
2130,Bucilly,Christian,LEGRAND,M,1956-01-02,2020-05-18,Non classé,NC
2131,Bucy-Le-Long,Thierry,ROUTIER,M,1964-12-04,2020-05-18,Non classé,LNC
2132,Bucy-Lès-Cerny,Philippe,VAN HAMME,M,1969-07-02,2020-05-18,Non classé,NC
2133,Bucy-Lès-Pierrepont,Béatrice,COULBEAUT,F,1964-02-25,2020-05-18,Non classé,NC
2134,Buire,Maurice,DEMEAUX,M,1949-01-16,2020-05-18,Non classé,NC
2135,Buironfosse,Marie-Anne,WATTIER,F,1955-03-22,2020-05-18,Non classé,LNC
2136,Burelles,Damien,YVERNEAU,M,1969-10-27,2020-05-18,Non classé,NC
2137,Bussiares,Francis,FRAEYMAN,M,1952-04-26,2020-06-28,Non classé,NC
2138,Buzancy,Jean-Claude,DOUBLET,M,1942-01-05,2020-05-18,Non classé,NC
2139,Caillouël-Crépigny,Alain,ALBARIC,M,1948-06-26,2020-05-18,Non classé,NC
2140,Camelin,Francis,BORGNE,M,1952-08-27,2020-05-18,Non classé,NC
2141,La Capelle,Johann,WERY,M,1978-08-16,2020-05-18,Non classé,LNC
2142,Castres,Jean-Marie,ACCART,M,1952-08-31,2020-05-18,Non classé,NC
2143,Le Catelet,Chrystelle,LOCQUET GONELLE,F,1951-12-07,2020-05-18,Non classé,NC
2144,Caulaincourt,Raphaël,TROUILLET,M,1978-08-14,2020-05-18,Non classé,NC
2145,Caumont,Sylvain,LEWANDOWSKI,M,1968-05-13,2020-05-18,Non classé,NC
2146,Celles-Lès-Condé,Jordane,BEAUCHARD,M,1986-07-22,2020-05-18,Non classé,NC
2148,Celles-Sur-Aisne,Jean-Pierre,GESLIN,M,1952-04-15,2020-05-18,Non classé,NC
2149,Cerizy,Jean-Christophe,CARLIER,M,1969-09-10,2020-05-18,Non classé,NC
2150,Cerny-En-Laonnois,Claude,VUAROQUEAUX,M,1953-06-13,2020-06-28,Non classé,NC
2151,Cerny-Lès-Bucy,Thomas,ALGLAVE,M,1988-01-05,2020-05-18,Non classé,NC
2152,Cerseuil,Jacques,GUYOT,M,1953-08-14,2020-05-18,Non classé,NC
2153,Cessières-Suzy,Pierre,BERTELOOT,M,1959-06-04,2020-05-18,Non classé,NC
2154,Chacrise,Arnaud,DELATTRE,M,1971-10-27,2020-05-18,Non classé,NC
2155,Chaillevois,Philippe,MIGNOT,M,1958-05-06,2020-05-18,Non classé,NC
2156,Chalandry,Jean,DELVILLE,M,1947-02-28,2020-05-18,Non classé,NC
2157,Chambry,Sylviane,LEFEBVRE,F,1951-04-21,2020-05-18,,
2158,Chamouille,Francis,LÉAUTÉ,M,1958-10-11,2020-05-18,Non classé,NC
2159,Champs,Marie-Angéline,TENAILLON,F,1961-11-09,2020-05-18,Non classé,NC
2160,Chaourse,Yannick,NAVEAU,M,1980-11-30,2020-06-28,Non classé,NC
2162,La Chapelle-Sur-Chézy,Patricia,LOISEAU,F,1962-06-29,2020-05-18,Non classé,NC
2163,Charly-Sur-Marne,Patricia,PLANSON,F,1957-07-05,2020-05-18,Non classé,LNC
2164,Le Charmel,Martial,BAILLEUL,M,1955-07-09,2020-05-18,Non classé,NC
2165,Charmes,Bruno,COCU,M,1953-08-26,2020-05-18,Non classé,LNC
2166,Chartèves,Pascal,RICHARD,M,1956-11-10,2020-05-18,Non classé,NC
2167,Chassemy,Thierry,JEUX,M,1966-01-13,2020-05-18,Non classé,NC
2168,Château-Thierry,Sébastien,EUGÈNE,M,1985-10-18,2020-05-18,Centre,LDVC
2169,Châtillon-Lès-Sons,François,VENET,M,1975-05-07,2020-06-28,Non classé,NC
2170,Châtillon-Sur-Oise,Léon,GAMBIER,M,1950-10-17,2020-06-28,Non classé,NC
2171,Chaudardes,Christophe,BOSELLI,M,1988-06-07,2020-05-18,Non classé,NC
2172,Chaudun,Jérôme,AUBERT,M,1962-09-29,2020-05-18,Non classé,NC
2173,Chauny,Emmanuel,LIEVIN,M,1974-01-20,2020-05-18,Centre,LDVC
2174,Chavignon,Catherine,BOURNONVILLE,F,1951-12-21,2020-06-28,Non classé,NC
2175,Chavigny,Didier,DESPREZ,M,1974-11-06,2020-05-18,Non classé,NC
2176,Chavonne,Jean-Marc,PILET,M,1958-01-12,2020-05-18,Non classé,NC
2177,Chérêt,Francis,HARANG,M,1957-09-27,2020-05-18,Non classé,NC
2178,Chermizy-Ailles,Johnny,MOGLIA,M,1953-09-05,2020-05-18,Non classé,NC
2179,Chéry-Chartreuve,Nicolas,MOREL,M,1983-03-16,2020-05-18,Non classé,NC
2180,Chéry-Lès-Pouilly,Éric,BOCHET,M,1958-04-10,2020-05-18,Non classé,NC
2181,Chéry-Lès-Rozoy,Fabrice,LUCE,M,1971-03-07,2020-05-18,Non classé,NC
2182,Chevennes,Patrick,LEGOUX,M,1968-04-30,2020-05-18,Non classé,NC
2183,Chevregny,Elisabeth,DELIGNY,F,1966-02-28,2020-05-18,Non classé,NC
2184,Chevresis-Monceau,Sébastien,SOLARI,M,1974-10-06,2020-05-18,Non classé,NC
2185,Chézy-En-Orxois,Maryvonne,BARBIER,F,1958-11-04,2020-06-28,Non classé,NC
2186,Chézy-Sur-Marne,Jean-Claude,BEREAUX,M,1948-02-05,2020-05-18,Non classé,LNC
2187,Chierry,Jean-Marc,SCLAVON,M,1961-02-13,2020-05-18,Non classé,LNC
2188,Chigny,Christine,WATREMEZ,F,1957-11-03,2020-05-18,Non classé,NC
2189,Chivres-En-Laonnois,Philippe,DUCAT,M,1961-11-07,2020-05-18,Non classé,NC
2190,Chivres-Val,Vincent,CHOQUENET,M,1956-12-09,2020-05-18,Non classé,NC
2191,Chivy-Lès-Etouvelles,Jean-Marie,RABOUILLE,M,1946-08-15,2020-05-18,Non classé,NC
2192,Chouy,Vincent,PHILIPON,M,1960-03-30,2020-05-18,Non classé,NC
2193,Cierges,Jean-Marie,BÉRÈCHE,M,1950-12-13,2020-05-18,Non classé,NC
2194,Cilly,Pierre-Jean,HENNINOT,M,1988-09-25,2020-05-18,Non classé,NC
2195,Ciry-Salsogne,Serge,CAMACHO,M,1953-10-23,2022-03-20,,
2196,Clacy-Et-Thierret,Claude,BARAN,M,1947-11-16,2020-05-18,Non classé,NC
2197,Clairfontaine,Régis,TRICOTEAUX,M,1972-06-02,2020-05-18,Non classé,NC
2198,Clamecy,Thierry,FERTE,M,1950-01-12,2020-05-18,Non classé,NC
2199,Clastres,Jean-Louis,GASDON,M,1956-12-01,2020-05-18,Non classé,NC
2200,Clermont-Les-Fermes,Laurent,GARD,M,1977-09-26,2020-05-18,Non classé,NC
2201,Coeuvres-Et-Valsery,Monique,BRUYANT,F,1948-12-12,2020-05-18,Non classé,NC
2203,Coincy,Alain,ARNEFAUX,M,1960-10-17,2020-05-18,Non classé,LNC
2204,Coingt,Pascal,HUYGHE,M,1964-04-18,2020-05-18,Non classé,NC
2205,Colligis-Crandelain,Iseult,D'HAUTEFEUILLE,F,1962-04-30,2020-06-28,Non classé,NC
2206,Colonfay,Michel,BOURGEOIS,M,1961-09-01,2020-05-18,Non classé,NC
2207,Commenchon,Arnaud,COQUISART,M,1974-12-25,2020-05-18,Non classé,NC
2208,Concevreux,Francis,MARLIER,M,1958-07-27,2020-05-18,Non classé,NC
2209,Condé-En-Brie,Dominique,MOYSE,M,1966-10-06,2020-06-28,Non classé,NC
